Period,Date,MonthID,Category,Manufacturer,MOLECULE,SKU,Units,Sales
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,DBL METHOTREXATE VIAL 5 MG 5 X 2 ML,11,394.63875
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,DBL METHOTREXATE VIAL 5 MG 5 X 2 ML,9,384.62625
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,DBL METHOTREXATE VIAL 5 MG 5 X 2 ML,8,337.68
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,DBL METHOTREXATE VIAL 50 MG 5 X 2 ML,272,10925.58143
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,DBL METHOTREXATE VIAL 50 MG 5 X 2 ML,273,11015.09422
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,DBL METHOTREXATE VIAL 50 MG 5 X 2 ML,278,11199.70569
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,DBL METHOTREXATE VIAL 500 MG 20 ML,8,585.46237
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOBLASTIN TABLETS 10 MG 50,7892,427667.261
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOBLASTIN TABLETS 2.5 MG 30,2210,37791.48746
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOBLASTIN TABLETS 2.5 MG 30,812,14862.82058
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOBLASTIN TABLETS 2.5 MG 30,1722,29626.94503
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOBLASTIN TABLETS BLISTER PACK 10 MG 15,3158,76675.74274
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOBLASTIN TABLETS BLISTER PACK 10 MG 15,3564,74077.34559
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOTREXATE VIAL 50 MG 5 X 2 ML,6,290.955
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,PFIZER,METHOTREXATE,METHOTREXATE VIAL 50 MG 5 X 2 ML,6,300.46
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PACLITAXEL,ANZATAX VIAL 100 MG 16.7 ML,21,1093.57435
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PACLITAXEL,ANZATAX VIAL 100 MG 16.7 ML,16,874.85948
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PACLITAXEL,ANZATAX VIAL 150 MG 25 ML,8,606.8004
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PACLITAXEL,ANZATAX VIAL 150 MG 25 ML,41,1460.32185
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 100 MG 21,418,1832090
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 100 MG 21,440,1932480
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 100 MG 21,332,1312768
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 100 MG 21,386,1524769
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 125 MG 21,504,1992302
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 125 MG 21,440,1652539
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 125 MG 21,391,1466141
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 75 MG 21,302,1326417
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,PFIZER,PALBOCICLIB,IBRANCE FILM COATED TABLETS 75 MG 21,344,1509978
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE ORAL SOLN 1 MG /ML 60 ML,71,36771.19045
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE ORAL SOLN 1 MG /ML 60 ML,84,43503.98957
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE ORAL SOLN 1 MG /ML 60 ML,76,39626.29941
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE ORAL SOLN 1 MG /ML 60 ML,93,48484.7561
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE TABLETS 0.5 MG 100,89,28856.915
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE TABLETS 1 MG 100,188,118767
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE TABLETS 1 MG 100,201,123533
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE TABLETS 2 MG 100,127,160556.4798
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SIROLIMUS,RAPAMUNE TABLETS 2 MG 100,114,144045.08
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 12.5 MG 28,3,3766
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 12.5 MG 28,2,2511
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 12.5 MG 28,4,5022
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 25 MG 28,13,35262
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 37.5 MG 28,9,20659.68
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 37.5 MG 28,12,27542.64
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 37.5 MG 28,12,27546.24
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 37.5 MG 28,4,7630.94286
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 50 MG 28,6,15294
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 50 MG 28,6,15194.6
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 50 MG 28,3,9297
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,PFIZER,SUNITINIB,SUTENT CAPSULES 50 MG 28,10,25489
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,PFIZER,TALAZOPARIB,TALZENNA CAPSULES BOTTLE 0.5 MG 30,2,7453
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,PFIZER,TOFACITINIB,XELJANZ 1MG/ML ORAL SOLUTION 240 ML,13,15759.97
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,PFIZER,TOFACITINIB,XELJANZ FILM COATED TABLETS 10 MG 56,244,478482
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,PFIZER,TOFACITINIB,XELJANZ FILM COATED TABLETS 10 MG 56,246,485383.5497
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,PFIZER,TOFACITINIB,XELJANZ FILM COATED TABLETS 10 MG 56,206,405665.7424
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,PFIZER,TOFACITINIB,XELJANZ FILM COATED TABLETS 10 MG 56,239,468555
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,PFIZER,TOFACITINIB,XELJANZ TABLETS 5 MG 56,3638,4363181.799
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,PFIZER,VINBLASTINE,VINBLASTIN VIAL 10 MG 5 X 10 ML,3,591
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PFIZER,VINBLASTINE,VINBLASTIN VIAL 10 MG 5 X 10 ML,5,986
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,PFIZER,VINCRISTINE,VINCRISTINE SULP VIAL 2 MG 5 X 2 ML,3,749.49852
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 1 MG 60,111,64842.56837
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 1 MG 60,160,92766.72
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 1 MG 60,262,149322.3859
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 250 Y 60,33,5391
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 250 Y 60,65,14161.78784
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 500 Y 60,143,40779
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 750 Y 60,104,57052.57406
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 750 Y 60,80,32908
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,EVEROLIMUS,EVEROCAN TABLETS 750 Y 60,77,42241.30974
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 100 MG 60,27,12082
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 100 MG 60,49,21927
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 100 MG 60,25,11187
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 100 MG 60,2,895
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 400 MG 30,73,32907
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 400 MG 30,79,35612
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 400 MG 30,67,30202
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,IMATINIB,PHARMACOR GILMAT FILM COATED TABLETS 400 MG 30,71,32005
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,LETROZOLE,PHARMACR LETROZOLE TABLETS 2.5 MG 30,940,25848.42628
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,MYCOPHENOLATE MOFETIL,PHARMACOR MYCOPHEN 1G/5ML ORAL SUSPENSION 165 ML,17,5959.98021
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,MYCOPHENOLATE MOFETIL,PHARMACOR MYCOPHEN 1G/5ML ORAL SUSPENSION 165 ML,19,6661.46815
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,MYCOPHENOLATE MOFETIL,PHARMACOR MYCOPHEN TABLETS 250 MG 100,749,27370.0322
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,MYCOPHENOLATE MOFETIL,PHARMACOR MYCOPHEN TABLETS 250 MG 100,521,15348.66
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,MYCOPHENOLATE MOFETIL,PHARMACOR MYCOPHEN TABLETS 500 MG 50,7542,211073.1546
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,MYCOPHENOLIC ACID,MYCOTEX ENTERIC COATED TABLETS 360 MG 120,144,28726.974
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,MYCOPHENOLIC ACID,MYCOTEX ENTERIC COATED TABLETS 360 MG 120,201,40192.37317
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,TACROLIMUS,PHARMACOR TACROLIMUS CAPSULES 1 MG 100,299,60966
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,TACROLIMUS,PHARMACOR TACROLIMUS CAPSULES 1 MG 100,261,53218
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,TACROLIMUS,PHARMACOR TACROLIMUS CAPSULES 1 MG 100,276,56276
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,TACROLIMUS,PHARMACOR TACROLIMUS CAPSULES 1 MG 100,190,22338.88462
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,TACROLIMUS,PHARMACOR TACROLIMUS CAPSULES 5 MG 50,33,14933.95802
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,PHARMACOR LIMITED,TACROLIMUS,PHARMACOR TACROLIMUS CAPSULES 5 MG 50,32,11806.60211
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,PIERRE FABRE,BINIMETINIB,MEKTOVI FILM COATED TABLETS 15 MG 84,373,1370809.844
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,PIERRE FABRE,BINIMETINIB,MEKTOVI FILM COATED TABLETS 15 MG 84,387,1424411.935
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,PIERRE FABRE,ENCORAFENIB,BRAFTOVI HARD CAPSULE 50 MG 28,27,21102.01
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,PIERRE FABRE,ENCORAFENIB,BRAFTOVI HARD CAPSULE 50 MG 28,42,32836.82348
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,PIERRE FABRE,ENCORAFENIB,BRAFTOVI HARD CAPSULE 50 MG 28,30,23449.61111
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,PIERRE FABRE,VINORELBINE,NAVELBINE CAPSULES 30 MG,162,19161.29925
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,PIERRE FABRE,VINORELBINE,NAVELBINE CAPSULES 30 MG,124,9550.88
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,RANBAXY AUSTRALIA,IMATINIB,IMATINIB RBX FILM COATED TABLETS 100 MG 60,9,4027
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,RANBAXY AUSTRALIA,IMATINIB,IMATINIB RBX FILM COATED TABLETS 100 MG 60,6,2685
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,REACH PHARMA,ROMIDEPSIN,ROMIDEPSIN-REACH VIAL 10 MG,6,18404.05615
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,RECORDATI RARE DISEASES INC,DACTINOMYCIN,COSMEGEN AMPOULES 0.5 MG 3 ML,3,1400.30862
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,RECORDATI RARE DISEASES INC,DACTINOMYCIN,COSMEGEN AMPOULES 0.5 MG 3 ML,104,48544.03216
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,RECORDATI RARE DISEASES INC,DACTINOMYCIN,COSMEGEN AMPOULES 0.5 MG 3 ML,13,5667.91584
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ROCHE,ALECTINIB,ALECENSA CAPSULES 150 MG 224,274,1860268
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ROCHE,ATEZOLIZUMAB,TECENTRIQ COMP SOLN,38237,293724.7352
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ROCHE,ATEZOLIZUMAB,TECENTRIQ VIAL 840 MG 14 ML,20,125978.4316
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,ROCHE,ATEZOLIZUMAB,TECENTRIQ VIAL 840 MG 14 ML,25,157473.3729
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ROCHE,ATEZOLIZUMAB,TECENTRIQ VIAL 840 MG 14 ML,2,14259.14263
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,ROCHE,ATEZOLIZUMAB,TECENTRIQ VIAL 840 MG 14 ML,6,37793.66284
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,ROCHE,COBIMETINIB,COTELLIC FILM COATED TABLETS 20 MG 63,10,73898
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,ROCHE,COBIMETINIB,COTELLIC FILM COATED TABLETS 20 MG 63,10,73898
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,ROCHE,ENTRECTINIB,ROZLYTREK CAPSULES 200 MG 90,27,206951
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,ROCHE,MYCOPHENOLATE MOFETIL,CELLCEPT CAPSULES 250 MG 100,513,20469.59705
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,ROCHE,MYCOPHENOLATE MOFETIL,CELLCEPT CAPSULES 250 MG 100,24,787.84921
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ROCHE,MYCOPHENOLATE MOFETIL,CELLCEPT ORAL SUSP 1 G /5ML 165 ML,198,56660.274
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,ROCHE,MYCOPHENOLATE MOFETIL,CELLCEPT ORAL SUSP 1 G /5ML 165 ML,229,65331.2268
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,ROCHE,MYCOPHENOLATE MOFETIL,CELLCEPT TABLETS 500 MG 50,5853,232180.1707
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ROCHE,MYCOPHENOLATE MOFETIL,CELLCEPT VIAL 500 MG 4 X 20 ML,3,468.10317
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,ROCHE,OBINUTUZUMAB,GAZYVA VIAL 1 G 40 ML,18,87591
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,ROCHE,OBINUTUZUMAB,GAZYVA VIAL 1 G 40 ML,34,165449
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,ROCHE,PERTUZUMAB,PERJETA VIAL 420 MG 14 ML,32,93400
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,ROCHE,POLATUZUMAB VEDOTIN,POLIVY VIAL 140 MG,2,35230.43125
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB,HERCEPTIN SC INJECTION 600 MG 5 ML,34,71682.46507
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB,HERCEPTIN SC INJECTION 600 MG 5 ML,28,59033.01053
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB,HERCEPTIN SC INJECTION 600 MG 5 ML,57,120173.1521
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB,HERCEPTIN VIAL 60 MG,20,4450.31416
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB EMTANSINE,KADCYLA VIAL 100 MG 5 ML,3,12729.87
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB EMTANSINE,KADCYLA VIAL 100 MG 5 ML,28,46994
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB EMTANSINE,KADCYLA VIAL 160 MG 8 ML,1,3330.06726
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,ROCHE,TRASTUZUMAB EMTANSINE,KADCYLA VIAL 160 MG 8 ML,5,17906.61318
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,ROCHE,VISMODEGIB,ERIVEDGE CAPSULES 150 MG 28,60,447419
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ABIRATERONE ACETATE,ABIRATERONE SANDOZ FILM COATED TABLETS BOTTLE 250 MG 120,10,9687.6875
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ABIRATERONE ACETATE,ABIRATERONE SANDOZ FILM COATED TABLETS BOTTLE 500 MG 60,154,151774.7
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ADALIMUMAB,HYRIMOZ PRE-FILLED PEN 40 MG 2 X 0.4 ML,2652,1247350.52
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ADALIMUMAB,HYRIMOZ PRE-FILLED SYRINGE 40 MG 2 X 0.4 ML,2,987.44667
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ADALIMUMAB,HYRIMOZ PREFILLED PEN 40 MG 2 X 0.8 ML,2448,1642999.198
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ADALIMUMAB,HYRIMOZ PREFILLED PEN 40 MG 2 X 0.8 ML,2440,1970096.369
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ADALIMUMAB,HYRIMOZ PREFILLED PEN 40 MG 2 X 0.8 ML,39,21478.80652
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ADALIMUMAB,HYRIMOZ PREFILLED PEN 40 MG 2 X 0.8 ML,1,553.60618
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ADALIMUMAB,HYRIMOZ PREFILLED PEN 40 MG 2 X 0.8 ML,2,1108.95517
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ANASTROZOLE,ANASTROZOLE SANDOZ TABLETS 1 MG 30,7090,134684.1777
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ANASTROZOLE,ANASTROZOLE SANDOZ TABLETS 1 MG 30,12989,251529.203
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,AZATHIOPRINE,AZATHIOPRINE SNDOZ TABLETS 25 MG 100,660,11963.92374
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,AZATHIOPRINE,AZATHIOPRINE SNDOZ TABLETS 25 MG 100,659,12474.1264
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,AZATHIOPRINE,AZATHIOPRINE SNDOZ TABLETS 25 MG 100,242,4746.86472
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,AZATHIOPRINE,AZATHIOPRINE SNDOZ TABLETS 25 MG 100,612,10759.82128
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,AZATHIOPRINE,AZATHIOPRINE SNDOZ TABLETS 50 MG 100,3940,100023.1498
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,AZATHIOPRINE,AZATHIOPRINE SNDOZ TABLETS 50 MG 100,1496,41410.03148
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,AZATHIOPRINE,AZATHIOPRINE SNDOZ TABLETS 50 MG 100,1329,36428.40696
