Period,Date,MonthID,Category,Manufacturer,MOLECULE,SKU,Units,Sales
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BENDAMUSTINE,BENDAMUSTINE SANDOZ VIAL 100 MG,11,1582
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BENDAMUSTINE,BENDAMUSTINE SANDOZ VIAL 100 MG,15,1861
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BENDAMUSTINE,BENDAMUSTINE SANDOZ VIAL 25 MG,13,9972.86463
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BENDAMUSTINE,BENDAMUSTINE SANDOZ VIAL 25 MG,5,97.35479
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BEVACIZUMAB,ABEVMY VIAL 100 MG 4 ML,9,2565
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BEVACIZUMAB,ABEVMY VIAL 100 MG 4 ML,5,1425
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BEVACIZUMAB,ABEVMY VIAL 100 MG 4 ML,8,2280
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,BEVACIZUMAB,ABEVMY VIAL 400 MG 16 ML,120,24000
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CAPECITABINE,CAPECITABINE SZ TABLETS 500 MG 120,602,31876
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CICLOSPORIN,CYCLOSPORIN SANDOZ CAPSULES 100 MG 30,571,90916.03737
OCT23-SEP24,1/07/2024,202407,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CICLOSPORIN,CYCLOSPORIN SANDOZ CAPSULES 25 MG 30,239,6111
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CICLOSPORIN,CYCLOSPORIN SANDOZ CAPSULES 25 MG 30,85,3251.38325
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CICLOSPORIN,CYCLOSPORIN SANDOZ CAPSULES 50 MG 30,1056,69831.168
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CICLOSPORIN,CYCLOSPORIN SANDOZ CAPSULES 50 MG 30,1291,86506.46733
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CYPROTERONE,CYPROTERONE SANDOZ TABLETS 100 MG 50,356,21460.70987
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CYPROTERONE,CYPROTERONE SANDOZ TABLETS 50 MG 20,280,5752.4966
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CYPROTERONE,CYPROTERONE SANDOZ TABLETS 50 MG 20,265,5523.9342
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CYPROTERONE,CYPROTERONE SANDOZ TABLETS 50 MG 50,705,26780.1345
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,CYPROTERONE,CYPROTERONE SANDOZ TABLETS 50 MG 50,1396,52713.72838
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,DASATINIB,DASATINIB SANDOZ FILM COATED TABLETS BOTTLE 100 MG 30,39,44214.17
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,DASATINIB,DASATINIB SANDOZ FILM COATED TABLETS BOTTLE 70 MG 60,7,9736.25333
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ERLOTINIB,ERLOTINIB SANDOZ FILM COATED TABLETS 100 MG 30,8,3827.8
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ERLOTINIB,ERLOTINIB SANDOZ FILM COATED TABLETS 25 MG 30,5,632.35
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ERLOTINIB,ERLOTINIB SANDOZ FILM COATED TABLETS 25 MG 30,2,253.74
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,ERLOTINIB,ERLOTINIB SANDOZ FILM COATED TABLETS 25 MG 30,7,1021.86
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FILGRASTIM,ZARZIO PRE-FILLED SYRINGE 300 Y 5 X 0.5 ML,347,26711.94965
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FILGRASTIM,ZARZIO PRE-FILLED SYRINGE 300 Y 5 X 0.5 ML,289,22394.30591
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FILGRASTIM,ZARZIO PRE-FILLED SYRINGE 300 Y 5 X 0.5 ML,320,24765.48926
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FILGRASTIM,ZARZIO PRE-FILLED SYRINGE 300 Y 5 X 0.5 ML,413,26365.45746
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FILGRASTIM,ZARZIO PRE-FILLED SYRINGE 480 Y 5 X 0.5 ML,73,8918.86506
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FLUDARABINE,FLUDARABINE EBEWE INJECTION 50 MG 5 X 2 ML,2,424.09347
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FLUOROURACIL,FLUOROURACIL EBEWE COMP SOLN,525662,28040.84671
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FLUOROURACIL,FLUOROURACIL EBEWE VIAL 5000 MG 100 ML,93,14561.382
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FLUOROURACIL,FLUOROURACIL EBEWE VIAL 5000 MG 100 ML,361,56167.61
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FULVESTRANT,FULVESTRANT SANDOZ PREFILLED SYRINGE 250 MG 2 X 5 ML,507,114947.8989
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FULVESTRANT,FULVESTRANT SANDOZ PREFILLED SYRINGE 250 MG 2 X 5 ML,528,119684.5595
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FULVESTRANT,FULVESTRANT SANDOZ PREFILLED SYRINGE 250 MG 2 X 5 ML,524,118972.072
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,FULVESTRANT,FULVESTRANT SANDOZ PREFILLED SYRINGE 250 MG 2 X 5 ML,513,82598.88176
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,IMATINIB,IMATINIB SANDOZ FILM COATED TABLETS 100 MG 60,33,4935.1213
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,IMATINIB,IMATINIB SANDOZ FILM COATED TABLETS 400 MG 30,123,35577.90974
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LEFLUNOMIDE,LEFLUNOMIDE SANDOZ TABLETS 10 MG 30,1182,29858.76292
OCT24-SEP25,1/08/2025,202508,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LEFLUNOMIDE,LEFLUNOMIDE SANDOZ TABLETS 10 MG 30,1805,45548.56331
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LEFLUNOMIDE,LEFLUNOMIDE SANDOZ TABLETS 20 MG 30,1338,39777.91336
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LEFLUNOMIDE,LEFLUNOMIDE SANDOZ TABLETS 20 MG 30,1506,47889.46882
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LEFLUNOMIDE,LEFLUNOMIDE SANDOZ TABLETS 20 MG 30,1490,45886.8503
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 10 MG 21,38,59861.64182
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 10 MG 21,65,53384.62815
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 10 MG 28,51,105721.1169
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 10 MG 28,49,67489.50194
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 14,1,1453.65371
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 14,3,2643.24922
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 21,35,57760.85
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 21,33,41022
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 21,56,57939.80606
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 21,51,52911.99
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 28,5,6605.3
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 28,3,4986.81
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 28,2,3324.54
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 15 MG 28,3,4986.81
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 25 MG 14,3,4333.86
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 25 MG 14,1,829.51615
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 25 MG 21,35,85414.50556
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 5 MG 21,9,10897.35429
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 5 MG 21,13,13667.1275
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LENALIDOMIDE,LENALIDOMIDE SANDOZ CAPSULES 5 MG 21,18,11913.84
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LETROZOLE,LETROZOLE SANDOZ TABLETS 2.5 MG 30,11566,265631.173
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,LETROZOLE,LETROZOLE SANDOZ TABLETS 2.5 MG 30,11775,257947.8978
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,MITOXANTRONE,MITOZANTRONE EBEWE INJECTION 20 MG 10 ML,1,58.6796
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE SNDZ CAPSULES 250 MG 100,1283,35789.285
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE SNDZ CAPSULES 250 MG 100,1328,37157.44
OCT23-SEP24,1/04/2024,202404,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE SNDZ TABLETS 500 MG 50,429,11922.625
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE SNDZ TABLETS 500 MG 50,27,963.72
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PACLITAXEL,PACLITAXEL EBEWE VIAL 300 MG 50 ML,1057,38876
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PACLITAXEL,PACLITAXEL EBEWE VIAL 300 MG 50 ML,97,4758.38205
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PACLITAXEL,PACLITAXEL EBEWE VIAL 300 MG 50 ML,118,4340
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PACLITAXEL,PACLITAXEL EBEWE VIAL 300 MG 50 ML,204,7503
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PEGFILGRASTIM,ZIEXTENZO PRE-FILLED SYRINGE 6 MG 0.6 ML,87,30138
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PEGFILGRASTIM,ZIEXTENZO PRE-FILLED SYRINGE 6 MG 0.6 ML,42,14549
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PEGFILGRASTIM,ZIEXTENZO PRE-FILLED SYRINGE 6 MG 0.6 ML,69,7266.95289
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,PEGFILGRASTIM,ZIEXTENZO PRE-FILLED SYRINGE 6 MG 0.6 ML,73,25288
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 2 MG 21,4,6844.76
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 3 MG 21,3,8540.85
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 3 MG 21,2,5694.5
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 3 MG 21,3,3814.575
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 3 MG 21,6,15259.56
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 4 MG 14,5,13083
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 4 MG 14,1,2617
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 4 MG 14,6,13955
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 4 MG 14,3,6978
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 4 MG 21,5,18899
OCT24-SEP25,1/11/2024,202411,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 4 MG 21,12,42215
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,POMALIDOMIDE,POMALIDOMIDE SANDOZ CAPSULES 4 MG 21,6,20198.33
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO COMP SOLN,74031,103666.8476
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO VIAL 100 MG 2 X 10 ML,74,22981
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO VIAL 100 MG 2 X 10 ML,103,86972.93419
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO VIAL 100 MG 2 X 10 ML,76,23602
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO VIAL 100 MG 2 X 10 ML,93,28881
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO VIAL 100 MG 2 X 10 ML,75,23291
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO VIAL 100 MG 2 X 10 ML,84,26086
OCT23-SEP24,1/08/2024,202408,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,RITUXIMAB,RIXIMYO VIAL 500 MG 50 ML,170,132012
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 12.5 MG 28,6,3988.26
OCT23-SEP24,1/10/2023,202310,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 25 MG 28,4,6237.88
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 25 MG 28,7,9044.07
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 25 MG 28,14,16117.40308
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 25 MG 28,5,6472.60714
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 25 MG 28,10,11648.83333
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 37.5 MG 28,20,33844.37895
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,SUNITINIB,SUNITINIB SANDOZ CAPSULES 50 MG 28,11,24752
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS SANDOZ CAPSULES 2 MG 100,645,299719
OCT24-SEP25,1/06/2025,202506,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS SANDOZ CAPSULES 2 MG 100,665,309012
OCT24-SEP25,1/05/2025,202505,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS SANDOZ CAPSULES 2 MG 100,728,338287
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS SANDOZ CAPSULES 2 MG 100,696,323417
OCT23-SEP24,1/03/2024,202403,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS SANDOZ CAPSULES 5 MG 50,88,44835
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS SANDOZ CAPSULES 5 MG 50,80,40759
OCT24-SEP25,1/07/2025,202507,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS XR SANDOZ MODIFIED RELEASE CAPSULES 1 MG 60,113,8601.2602
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS XR SANDOZ MODIFIED RELEASE CAPSULES 1 MG 60,87,7911.1351
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS XR SANDOZ MODIFIED RELEASE CAPSULES 1 MG 60,177,13143.78212
OCT24-SEP25,1/01/2025,202501,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS XR SANDOZ MODIFIED RELEASE CAPSULES 3 MG 50,34,12032
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TACROLIMUS,TACROLIMUS XR SANDOZ MODIFIED RELEASE CAPSULES 5 MG 30,37,14920.2056
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TOPOTECAN,HYCAMTIN IV INFUS PDR 4 MG 5,3,641.47471
OCT23-SEP24,1/05/2024,202405,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,TOPOTECAN,HYCAMTIN IV INFUS PDR 4 MG 5,5,1069.56906
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,SANDOZ,VINORELBINE,VINORELBINE EBEWE VIAL 50 MG 5 ML,2,110.69106
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,DUPILUMAB,DUPIXENT PREFILLED SYRINGE S19A 200 MG 2 X 1.14 ML,1,2147.13988
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,DUPILUMAB,DUPIXENT PREFILLED SYRINGE WITH NEEDLE SHIELD 200 MG 2 X 1.14 ML,3029,5238171
OCT23-SEP24,1/01/2024,202401,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,DUPILUMAB,DUPIXENT PREFILLED SYRINGE WITH NEEDLE SHIELD 200 MG 2 X 1.14 ML,2311,3998007
OCT24-SEP25,1/02/2025,202502,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,DUPILUMAB,DUPIXENT PREFILLED SYRINGE WITH NEEDLE SHIELD 200 MG 2 X 1.14 ML,3277,5668686
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,DUPILUMAB,DUPIXENT PREFILLED SYRINGE WITH NEEDLE SHIELD 300 MG 2 X 2 ML,14829,32907860.7
OCT23-SEP24,1/12/2023,202312,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,DUPILUMAB,DUPIXENT PREFILLED SYRINGE WITH NEEDLE SHIELD 300 MG 2 X 2 ML,15562,34534501.87
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,DUPILUMAB,DUPIXENT PREFILLED SYRINGE WITH NEEDLE SHIELD 300 MG 2 X 2 ML,22591,52125310.78
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,FLUDARABINE,FLUDARA TABLETS 10 MG 20,5,4689.85
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,FLUDARABINE,FLUDARA TABLETS 10 MG 20,2,1877.68
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,FLUDARABINE,FLUDARA TABLETS 10 MG 20,3,2816.91
OCT24-SEP25,1/03/2025,202503,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,LEFLUNOMIDE,ARAVA TABLETS 10 MG 30,3288,79668.38811
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,SANOFI-AVENTIS,PLERIXAFOR,MOZOBIL VIAL 20 MG /ML 1.2 ML,3,28571.63036
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SERVIER,IVOSIDENIB,TIBSOVO FILM COATED TABLETS BOTTLE 250 MG 60,27,578322
OCT23-SEP24,1/11/2023,202311,ANTINEOPLAST+IMMUNOMODUL,SERVIER,TIPIRACIL + TRIFLURIDINE,LONSURF TABLETS 15 MG 20,110,83737.06282
OCT23-SEP24,1/02/2024,202402,ANTINEOPLAST+IMMUNOMODUL,SERVIER,TIPIRACIL + TRIFLURIDINE,LONSURF TABLETS 20 MG 20,184,185112.9779
OCT24-SEP25,1/10/2024,202410,ANTINEOPLAST+IMMUNOMODUL,SERVIER,TIPIRACIL + TRIFLURIDINE,LONSURF TABLETS 20 MG 20,230,226809.2199
OCT24-SEP25,1/09/2025,202509,ANTINEOPLAST+IMMUNOMODUL,SPECIALISED THERAP,PACLITAXEL,ABRAXANE VIAL 100 MG,38,11129
OCT23-SEP24,1/06/2024,202406,ANTINEOPLAST+IMMUNOMODUL,SPECIALISED THERAP,RIPRETINIB,QINLOCK TABLET BOTTLE 50 MG 90,19,329781
OCT24-SEP25,1/12/2024,202412,ANTINEOPLAST+IMMUNOMODUL,SPECIALISED THERAP,RIPRETINIB,QINLOCK TABLET BOTTLE 50 MG 90,32,555421
OCT24-SEP25,1/04/2025,202504,ANTINEOPLAST+IMMUNOMODUL,SPECIALISED THERAP,RIPRETINIB,QINLOCK TABLET BOTTLE 50 MG 90,36,624849
OCT23-SEP24,1/09/2024,202409,ANTINEOPLAST+IMMUNOMODUL,SUN PHARMACEUTICAL,ABIRATERONE ACETATE + METHYLPREDNISOLONE,YONSA MPRED 125MG/4MG TABLETS BOTTLE 150,232,253113.5549
